"journal","url","publisher","date"
"<U+5B89><U+9632><U+6280><U+672F>","https://www.hanspub.org/journal/JSST.html","Hans Publishers",2022-08-11
"<U+6BD4><U+8F83><U+5316><U+5B66>","https://www.hanspub.org/journal/CC.html","Hans Publishers",2022-08-11
"<U+6750><U+6599><U+5316><U+5B66><U+524D><U+6CBF>","https://www.hanspub.org/journal/AMC.html","Hans Publishers",2022-08-11
"<U+6750><U+6599><U+79D1><U+5B66>","https://www.hanspub.org/journal/MS.html","Hans Publishers",2022-08-11
"<U+8D22><U+5BCC><U+6D8C><U+73B0><U+4E0E><U+6D41><U+8F6C>","https://www.hanspub.org/journal/ETW.html","Hans Publishers",2022-08-11
"<U+6D4B><U+7ED8><U+79D1><U+5B66><U+6280><U+672F>","https://www.hanspub.org/journal/GST.html","Hans Publishers",2022-08-11
"<U+57CE><U+9547><U+5316><U+4E0E><U+96C6><U+7EA6><U+7528><U+5730>","https://www.hanspub.org/journal/ULU.html","Hans Publishers",2022-08-11
"<U+4F20><U+611F><U+5668><U+6280><U+672F><U+4E0E><U+5E94><U+7528>","https://www.hanspub.org/journal/JSTA.html","Hans Publishers",2022-08-11
"<U+521B><U+65B0><U+6559><U+80B2><U+7814><U+7A76>","https://www.hanspub.org/journal/CES.html","Hans Publishers",2022-08-11
"<U+4F4E><U+78B3><U+7ECF><U+6D4E>","https://www.hanspub.org/journal/JLCE.html","Hans Publishers",2022-08-11
"<U+5730><U+7406><U+79D1><U+5B66><U+7814><U+7A76>","https://www.hanspub.org/journal/GSER.html","Hans Publishers",2022-08-11
"<U+5730><U+7403><U+79D1><U+5B66><U+524D><U+6CBF>","https://www.hanspub.org/journal/AG.html","Hans Publishers",2022-08-11
"<U+7535><U+78C1><U+5206><U+6790><U+4E0E><U+5E94><U+7528>","https://www.hanspub.org/journal/EAA.html","Hans Publishers",2022-08-11
"<U+7535><U+529B><U+4E0E><U+80FD><U+6E90><U+8FDB><U+5C55>","https://www.hanspub.org/journal/AEPE.html","Hans Publishers",2022-08-11
"<U+7535><U+8DEF><U+4E0E><U+7CFB><U+7EDF>","https://www.hanspub.org/journal/OJCS.html","Hans Publishers",2022-08-11
"<U+7535><U+6C14><U+5DE5><U+7A0B>","https://www.hanspub.org/journal/JEE.html","Hans Publishers",2022-08-11
"<U+7535><U+5B50><U+5546><U+52A1><U+8BC4><U+8BBA>","https://www.hanspub.org/journal/ECL.html","Hans Publishers",2022-08-11
"<U+52A8><U+529B><U+7CFB><U+7EDF><U+4E0E><U+63A7><U+5236>","https://www.hanspub.org/journal/DSC.html","Hans Publishers",2022-08-11
"<U+6CD5><U+5B66>","https://www.hanspub.org/journal/OJLS.html","Hans Publishers",2022-08-11
"<U+653E><U+5C04><U+5B66>","https://www.hanspub.org/journal/HJRD.html","Hans Publishers",2022-08-11
"<U+5206><U+6790><U+5316><U+5B66><U+8FDB><U+5C55>","https://www.hanspub.org/journal/AAC.html","Hans Publishers",2022-08-11
"<U+670D><U+52A1><U+79D1><U+5B66><U+548C><U+7BA1><U+7406>","https://www.hanspub.org/journal/SSEM.html","Hans Publishers",2022-08-11
"<U+7BA1><U+7406><U+79D1><U+5B66><U+4E0E><U+5DE5><U+7A0B>","https://www.hanspub.org/journal/MSE.html","Hans Publishers",2022-08-11
"<U+5149><U+7535><U+5B50>","https://www.hanspub.org/journal/OE.html","Hans Publishers",2022-08-11
"<U+56FD><U+9645><U+822A><U+7A7A><U+822A><U+5929><U+79D1><U+5B66>","https://www.hanspub.org/journal/JAST.html","Hans Publishers",2022-08-11
"<U+56FD><U+9645><U+4F1A><U+8BA1><U+524D><U+6CBF>","https://www.hanspub.org/journal/FIA.html","Hans Publishers",2022-08-11
"<U+56FD><U+9645><U+795E><U+7ECF><U+7CBE><U+795E><U+79D1><U+5B66><U+6742><U+5FD7>","https://www.hanspub.org/journal/IJPN.html","Hans Publishers",2022-08-11
"<U+56FD><U+5B66>","https://www.hanspub.org/journal/CNC.html","Hans Publishers",2022-08-11
"<U+56FD><U+5916><U+82F1><U+8BED><U+8003><U+8BD5><U+6559><U+5B66><U+4E0E><U+7814><U+7A76>","https://www.hanspub.org/journal/OETPR.html","Hans Publishers",2022-08-11
"<U+6D77><U+6D0B><U+79D1><U+5B66><U+524D><U+6CBF>","https://www.hanspub.org/journal/AMS.html","Hans Publishers",2022-08-11
"<U+6C49><U+65AF><U+9884><U+5370><U+672C>","https://www.hanspub.org/Preprints/Index.aspx","Hans Publishers",2022-08-11
"<U+5408><U+6210><U+5316><U+5B66><U+7814><U+7A76>","https://www.hanspub.org/journal/SSC.html","Hans Publishers",2022-08-11
"<U+6838><U+79D1><U+5B66><U+4E0E><U+6280><U+672F>","https://www.hanspub.org/journal/NST.html","Hans Publishers",2022-08-11
"<U+62A4><U+7406><U+5B66>","https://www.hanspub.org/journal/NS.html","Hans Publishers",2022-08-11
"<U+5316><U+5B66><U+5DE5><U+7A0B><U+4E0E><U+6280><U+672F>","https://www.hanspub.org/journal/HJCET.html","Hans Publishers",2022-08-11
"<U+73AF><U+5883><U+4FDD><U+62A4><U+524D><U+6CBF>","https://www.hanspub.org/journal/AEP.html","Hans Publishers",2022-08-11
"<U+8BA1><U+7B97><U+673A><U+79D1><U+5B66><U+4E0E><U+5E94><U+7528>","https://www.hanspub.org/journal/CSA.html","Hans Publishers",2022-08-11
"<U+8BA1><U+7B97><U+751F><U+7269><U+5B66>","https://www.hanspub.org/journal/HJCB.html","Hans Publishers",2022-08-11
"<U+673A><U+68B0><U+5DE5><U+7A0B><U+4E0E><U+6280><U+672F>","https://www.hanspub.org/journal/MET.html","Hans Publishers",2022-08-11
"<U+5EFA><U+6A21><U+4E0E><U+4EFF><U+771F>","https://www.hanspub.org/journal/MOS.html","Hans Publishers",2022-08-11
"<U+4EA4><U+53C9><U+79D1><U+5B66><U+5FEB><U+62A5>","https://www.hanspub.org/journal/ISL.html","Hans Publishers",2022-08-11
"<U+4EA4><U+901A><U+6280><U+672F>","https://www.hanspub.org/journal/OJTT.html","Hans Publishers",2022-08-11
"<U+6559><U+80B2><U+8FDB><U+5C55>","https://www.hanspub.org/journal/AE.html","Hans Publishers",2022-08-11
"<U+91D1><U+878D>","https://www.hanspub.org/journal/FIN.html","Hans Publishers",2022-08-11
"<U+53EF><U+6301><U+7EED><U+53D1><U+5C55>","https://www.hanspub.org/journal/SD.html","Hans Publishers",2022-08-11
"<U+53EF><U+6301><U+7EED><U+80FD><U+6E90>","https://www.hanspub.org/journal/SE.html","Hans Publishers",2022-08-11
"<U+77FF><U+5C71><U+5DE5><U+7A0B>","https://www.hanspub.org/journal/ME.html","Hans Publishers",2022-08-11
"<U+8001><U+9F84><U+5316><U+7814><U+7A76>","https://www.hanspub.org/journal/AR.html","Hans Publishers",2022-08-11
"<U+7406><U+8BBA><U+6570><U+5B66>","https://www.hanspub.org/journal/PM.html","Hans Publishers",2022-08-11
"<U+529B><U+5B66><U+7814><U+7A76>","https://www.hanspub.org/journal/IJM.html","Hans Publishers",2022-08-11
"<U+5386><U+53F2><U+5B66><U+7814><U+7A76>","https://www.hanspub.org/journal/OJHS.html","Hans Publishers",2022-08-11
"<U+6797><U+4E1A><U+4E16><U+754C>","https://www.hanspub.org/journal/WJF.html","Hans Publishers",2022-08-11
"<U+4E34><U+5E8A><U+4E2A><U+6027><U+5316><U+533B><U+5B66>","https://www.hanspub.org/journal/JCPM.html","Hans Publishers",2022-08-11
"<U+4E34><U+5E8A><U+533B><U+5B66><U+8FDB><U+5C55>","https://www.hanspub.org/journal/ACM.html","Hans Publishers",2022-08-11
"<U+6D41><U+4F53><U+52A8><U+529B><U+5B66>","https://www.hanspub.org/journal/IJFD.html","Hans Publishers",2022-08-11
"<U+514D><U+75AB><U+5B66><U+7814><U+7A76>","https://www.hanspub.org/journal/IS.html","Hans Publishers",2022-08-11
"<U+7EB3><U+7C73><U+6280><U+672F>","https://www.hanspub.org/journal/NAT.html","Hans Publishers",2022-08-11
"<U+51DD><U+805A><U+6001><U+7269><U+7406><U+5B66><U+8FDB><U+5C55>","https://www.hanspub.org/journal/CMP.html","Hans Publishers",2022-08-11
"<U+519C><U+4E1A><U+79D1><U+5B66>","https://www.hanspub.org/journal/HJAS.html","Hans Publishers",2022-08-11
"<U+8BC4><U+4EF7><U+4E0E><U+7BA1><U+7406>","https://www.hanspub.org/journal/EM.html","Hans Publishers",2022-08-11
"<U+6C14><U+5019><U+53D8><U+5316><U+7814><U+7A76><U+5FEB><U+62A5>","https://www.hanspub.org/journal/CCRL.html","Hans Publishers",2022-08-11
"<U+5343><U+4EBA>·<U+80FD><U+6E90>","https://www.hanspub.org/journal/QRE.html","Hans Publishers",2022-08-11
"<U+5343><U+4EBA>·<U+751F><U+7269>","https://www.hanspub.org/journal/QRB.html","Hans Publishers",2022-08-11
"<U+5343><U+4EBA><U+6742><U+5FD7>","https://www.hanspub.org/journal/QR.html","Hans Publishers",2022-08-11
"<U+6E05><U+6D01><U+7164><U+4E0E><U+80FD><U+6E90>","https://www.hanspub.org/journal/CCE.html","Hans Publishers",2022-08-11
"<U+4EBA><U+5DE5><U+667A><U+80FD><U+4E0E><U+673A><U+5668><U+4EBA><U+7814><U+7A76>","https://www.hanspub.org/journal/AIRR.html","Hans Publishers",2022-08-11
"<U+8F6F><U+4EF6><U+5DE5><U+7A0B><U+4E0E><U+5E94><U+7528>","https://www.hanspub.org/journal/SEA.html","Hans Publishers",2022-08-11
"<U+5546><U+4E1A><U+5168><U+7403><U+5316>","https://www.hanspub.org/journal/BGLO.html","Hans Publishers",2022-08-11
"<U+793E><U+4F1A><U+79D1><U+5B66><U+524D><U+6CBF>","https://www.hanspub.org/journal/ASS.html","Hans Publishers",2022-08-11
"<U+8BBE><U+8BA1>","https://www.hanspub.org/journal/Design.html","Hans Publishers",2022-08-11
"<U+6E17><U+6D41><U+529B><U+5B66><U+8FDB><U+5C55>","https://www.hanspub.org/journal/APF.html","Hans Publishers",2022-08-11
"<U+751F><U+7406><U+5B66><U+7814><U+7A76>","https://www.hanspub.org/journal/JPS.html","Hans Publishers",2022-08-11
"<U+751F><U+7269><U+8FC7><U+7A0B>","https://www.hanspub.org/journal/BP.html","Hans Publishers",2022-08-11
"<U+751F><U+7269><U+63A2><U+7D22>CNS","https://www.hanspub.org/journal/BDCNS.html","Hans Publishers",2022-08-11
"<U+751F><U+7269><U+7269><U+7406><U+5B66>","https://www.hanspub.org/journal/BIPHY.html","Hans Publishers",2022-08-11
"<U+751F><U+7269><U+533B><U+5B66>","https://www.hanspub.org/journal/HJBM.html","Hans Publishers",2022-08-11
"<U+58F0><U+5B66><U+4E0E><U+632F><U+52A8>","https://www.hanspub.org/journal/OJAV.html","Hans Publishers",2022-08-11
"<U+77F3><U+6CB9><U+5929><U+7136><U+6C14><U+5B66><U+62A5>","https://www.hanspub.org/journal/JOGT.html","Hans Publishers",2022-08-11
"<U+98DF><U+54C1><U+4E0E><U+8425><U+517B><U+79D1><U+5B66>","https://www.hanspub.org/journal/HJFNS.html","Hans Publishers",2022-08-11
"<U+4E16><U+754C><U+7ECF><U+6D4E><U+63A2><U+7D22>","https://www.hanspub.org/journal/WER.html","Hans Publishers",2022-08-11
"<U+4E16><U+754C><U+751F><U+6001><U+5B66>","https://www.hanspub.org/journal/IJE.html","Hans Publishers",2022-08-11
"<U+4E16><U+754C><U+6587><U+5B66><U+7814><U+7A76>","https://www.hanspub.org/journal/WLS.html","Hans Publishers",2022-08-11
"<U+4E16><U+754C><U+80BF><U+7624><U+7814><U+7A76>","https://www.hanspub.org/journal/WJCR.html","Hans Publishers",2022-08-11
"<U+8F93><U+914D><U+7535><U+5DE5><U+7A0B><U+4E0E><U+6280><U+672F>","https://www.hanspub.org/journal/TDET.html","Hans Publishers",2022-08-11
"<U+6570><U+636E><U+6316><U+6398>","https://www.hanspub.org/journal/HJDM.html","Hans Publishers",2022-08-11
"<U+6C34><U+4EA7><U+7814><U+7A76>","https://www.hanspub.org/journal/OJFR.html","Hans Publishers",2022-08-11
"<U+6C34><U+571F><U+4FDD><U+6301>","https://www.hanspub.org/journal/OJSWC.html","Hans Publishers",2022-08-11
"<U+6C34><U+6C61><U+67D3><U+53CA><U+5904><U+7406>","https://www.hanspub.org/journal/WPT.html","Hans Publishers",2022-08-11
"<U+6C34><U+8D44><U+6E90><U+7814><U+7A76>","https://www.hanspub.org/journal/JWRR.html","Hans Publishers",2022-08-11
"<U+4F53><U+80B2><U+79D1><U+5B66><U+8FDB><U+5C55>","https://www.hanspub.org/journal/APS.html","Hans Publishers",2022-08-11
"<U+5929><U+6587><U+4E0E><U+5929><U+4F53><U+7269><U+7406>","https://www.hanspub.org/journal/AAS.html","Hans Publishers",2022-08-11
"<U+5929><U+7EBF><U+5B66><U+62A5>","https://www.hanspub.org/journal/JA.html","Hans Publishers",2022-08-11
