"journal","url","publisher","date"
"Developmental Psychology (new in 2019)","https://www.annualreviews.org/journal/devpsych","Annual Reviews",2021-01-31
"Earth and Planetary Sciences","https://www.annualreviews.org/journal/earth","Annual Reviews",2021-01-31
"Ecology, Evolution, and Systematics","https://www.annualreviews.org/journal/ecolsys","Annual Reviews",2021-01-31
"Economics","https://www.annualreviews.org/journal/economics","Annual Reviews",2021-01-31
"Entomology","https://www.annualreviews.org/journal/ento","Annual Reviews",2021-01-31
"Environment and Resources","https://www.annualreviews.org/journal/energy","Annual Reviews",2021-01-31
"Financial Economics","https://www.annualreviews.org/journal/financial","Annual Reviews",2021-01-31
"Fluid Mechanics","https://www.annualreviews.org/journal/fluid","Annual Reviews",2021-01-31
"Food Science and Technology","https://www.annualreviews.org/journal/food","Annual Reviews",2021-01-31
"Genetics","https://www.annualreviews.org/journal/genet","Annual Reviews",2021-01-31
"Genomics and Human Genetics","https://www.annualreviews.org/journal/genom","Annual Reviews",2021-01-31
"Immunology","https://www.annualreviews.org/journal/immunol","Annual Reviews",2021-01-31
"Law and Social Science","https://www.annualreviews.org/journal/lawsocsci","Annual Reviews",2021-01-31
"Linguistics","https://www.annualreviews.org/journal/linguistics","Annual Reviews",2021-01-31
"Marine Science","https://www.annualreviews.org/journal/marine","Annual Reviews",2021-01-31
"Materials Research","https://www.annualreviews.org/journal/matsci","Annual Reviews",2021-01-31
"Medicine","https://www.annualreviews.org/journal/med","Annual Reviews",2021-01-31
"Microbiology","https://www.annualreviews.org/journal/micro","Annual Reviews",2021-01-31
"Neuroscience","https://www.annualreviews.org/journal/neuro","Annual Reviews",2021-01-31
"Nuclear and Particle Science","https://www.annualreviews.org/journal/nucl","Annual Reviews",2021-01-31
"Nutrition","https://www.annualreviews.org/journal/nutr","Annual Reviews",2021-01-31
"Organizational Psychology and Organizational Behavior","https://www.annualreviews.org/journal/orgpsych","Annual Reviews",2021-01-31
"Pathology: Mechanisms of Disease","https://www.annualreviews.org/journal/pathmechdis","Annual Reviews",2021-01-31
"Pharmacology and Toxicology","https://www.annualreviews.org/journal/pharmtox","Annual Reviews",2021-01-31
"Physical Chemistry","https://www.annualreviews.org/journal/physchem","Annual Reviews",2021-01-31
"Physiology","https://www.annualreviews.org/journal/physiol","Annual Reviews",2021-01-31
"Phytopathology","https://www.annualreviews.org/journal/phyto","Annual Reviews",2021-01-31
"Plant Biology","https://www.annualreviews.org/journal/arplant","Annual Reviews",2021-01-31
"Political Science","https://www.annualreviews.org/journal/polisci","Annual Reviews",2021-01-31
"Psychology","https://www.annualreviews.org/journal/psych","Annual Reviews",2021-01-31
"Public Health","https://www.annualreviews.org/journal/publhealth","Annual Reviews",2021-01-31
"Resource Economics","https://www.annualreviews.org/journal/resource","Annual Reviews",2021-01-31
"Sociology","https://www.annualreviews.org/journal/soc","Annual Reviews",2021-01-31
"Statistics and Its Application","https://www.annualreviews.org/journal/statistics","Annual Reviews",2021-01-31
"Virology","https://www.annualreviews.org/journal/virology","Annual Reviews",2021-01-31
"Vision Science","https://www.annualreviews.org/journal/vision","Annual Reviews",2021-01-31
"Acta Agron<U+FFFD>mica","https://revistas.unal.edu.co/index.php/acta_agronomica","Editorial Universidad Nacional de Colombia",2021-01-31
"Acta Biol<U+FFFD>gica Colombiana","https://revistas.unal.edu.co/index.php/actabiol","Editorial Universidad Nacional de Colombia",2021-01-31
"Acta Odontol<U+FFFD>gica Colombiana","https://revistas.unal.edu.co/index.php/actaodontocol","Editorial Universidad Nacional de Colombia",2021-01-31
"Agronom<U+FFFD>a Colombiana","https://revistas.unal.edu.co/index.php/agrocol","Editorial Universidad Nacional de Colombia",2021-01-31
"Anales de la Universidad Nacional de los Estados Unidos de Colombia","https://revistas.unal.edu.co/index.php/analesun","Editorial Universidad Nacional de Colombia",2021-01-31
"An<U+FFFD>lisis Pol<U+FFFD>tico","https://revistas.unal.edu.co/index.php/anpol","Editorial Universidad Nacional de Colombia",2021-01-31
"Anuario Colombiano de Historia Social y de la Cultura","https://revistas.unal.edu.co/index.php/achsc","Editorial Universidad Nacional de Colombia",2021-01-31
"Anuario de la Universidad Nacional de Colombia (1939-1954)","https://revistas.unal.edu.co/index.php/anuarioun","Editorial Universidad Nacional de Colombia",2021-01-31
"Avances en Enfermer<U+FFFD>a","https://revistas.unal.edu.co/index.php/avenferm","Editorial Universidad Nacional de Colombia",2021-01-31
"Avances en Recursos Hidr<U+FFFD>ulicos","https://revistas.unal.edu.co/index.php/arh","Editorial Universidad Nacional de Colombia",2021-01-31
"Avances en Sistemas e Inform<U+FFFD>tica","https://revistas.unal.edu.co/index.php/avances","Editorial Universidad Nacional de Colombia",2021-01-31
"Bit<U+FFFD>cora Urbano Territorial","https://revistas.unal.edu.co/index.php/bitacora","Editorial Universidad Nacional de Colombia",2021-01-31
"Bolet<U+FFFD>n de Ciencias de la Tierra","https://revistas.unal.edu.co/index.php/rbct","Editorial Universidad Nacional de Colombia",2021-01-31
"Bolet<U+FFFD>n de Matem<U+FFFD>ticas","https://revistas.unal.edu.co/index.php/bolma","Editorial Universidad Nacional de Colombia",2021-01-31
"Bolet<U+FFFD>n del Observatorio en Salud","https://revistas.unal.edu.co/index.php/bos","Editorial Universidad Nacional de Colombia",2021-01-31
"Caldasia","https://revistas.unal.edu.co/index.php/cal","Editorial Universidad Nacional de Colombia",2021-01-31
"Case reports","https://revistas.unal.edu.co/index.php/care","Editorial Universidad Nacional de Colombia",2021-01-31
"Ciencia Pol<U+FFFD>tica","https://revistas.unal.edu.co/index.php/cienciapol","Editorial Universidad Nacional de Colombia",2021-01-31
"Cuadernos de Econom<U+FFFD>a","https://revistas.unal.edu.co/index.php/ceconomia","Editorial Universidad Nacional de Colombia",2021-01-31
"Cuadernos de Geograf<U+FFFD>a: Revista Colombiana de Geograf<U+FFFD>a","https://revistas.unal.edu.co/index.php/rcg","Editorial Universidad Nacional de Colombia",2021-01-31
"Cuadernos del Caribe","https://revistas.unal.edu.co/index.php/ccaribe","Editorial Universidad Nacional de Colombia",2021-01-31
"Desde el Jard<U+FFFD>n de Freud","https://revistas.unal.edu.co/index.php/jardin","Editorial Universidad Nacional de Colombia",2021-01-31
"DYNA","https://revistas.unal.edu.co/index.php/dyna","Editorial Universidad Nacional de Colombia",2021-01-31
"E-mail Educativo","https://revistas.unal.edu.co/index.php/email","Editorial Universidad Nacional de Colombia",2021-01-31
"Earth Sciences Research Journal","https://revistas.unal.edu.co/index.php/esrj","Editorial Universidad Nacional de Colombia",2021-01-31
"Energ<U+FFFD>tica","https://revistas.unal.edu.co/index.php/energetica","Editorial Universidad Nacional de Colombia",2021-01-31
"Ensayos: Historia y Teor<U+FFFD>a del Arte","https://revistas.unal.edu.co/index.php/ensayo","Editorial Universidad Nacional de Colombia",2021-01-31
"Ensayos: Revista de Estudiantes de Administraci<U+FFFD>n de Empresas","https://revistas.unal.edu.co/index.php/ensayos","Editorial Universidad Nacional de Colombia",2021-01-31
"Ensayos de Econom<U+FFFD>a","https://revistas.unal.edu.co/index.php/ede","Editorial Universidad Nacional de Colombia",2021-01-31
"Forma y Funci<U+FFFD>n","https://revistas.unal.edu.co/index.php/formayfuncion","Editorial Universidad Nacional de Colombia",2021-01-31
"Forum. Revista Departamento de Ciencia Pol<U+FFFD>tica","https://revistas.unal.edu.co/index.php/forum","Editorial Universidad Nacional de Colombia",2021-01-31
"Geolog<U+FFFD>a Colombiana","https://revistas.unal.edu.co/index.php/geocol","Editorial Universidad Nacional de Colombia",2021-01-31
"Gesti<U+FFFD>n y Ambiente","https://revistas.unal.edu.co/index.php/gestion","Editorial Universidad Nacional de Colombia",2021-01-31
"Goliardos. Revista estudiantil de Investigaciones Hist<U+FFFD>ricas","https://revistas.unal.edu.co/index.php/gol","Editorial Universidad Nacional de Colombia",2021-01-31
"HiSTOReLo. Revista de Historia Regional y Local","https://revistas.unal.edu.co/index.php/historelo","Editorial Universidad Nacional de Colombia",2021-01-31
"Historia y sociedad","https://revistas.unal.edu.co/index.php/hisysoc","Editorial Universidad Nacional de Colombia",2021-01-31
"Ideas y Valores","https://revistas.unal.edu.co/index.php/idval","Editorial Universidad Nacional de Colombia",2021-01-31
"Ingenier<U+FFFD>a e Investigaci<U+FFFD>n","https://revistas.unal.edu.co/index.php/ingeinv","Editorial Universidad Nacional de Colombia",2021-01-31
"Innovar","https://revistas.unal.edu.co/index.php/innovar","Editorial Universidad Nacional de Colombia",2021-01-31
"Laberinto","https://revistas.unal.edu.co/index.php/lab","Editorial Universidad Nacional de Colombia",2021-01-31
"Literatura: teor<U+FFFD>a, historia, cr<U+FFFD>tica","https://revistas.unal.edu.co/index.php/lthc","Editorial Universidad Nacional de Colombia",2021-01-31
"Maguar<U+FFFD>","https://revistas.unal.edu.co/index.php/maguare","Editorial Universidad Nacional de Colombia",2021-01-31
"Matices en Lenguas Extranjeras","https://revistas.unal.edu.co/index.php/male","Editorial Universidad Nacional de Colombia",2021-01-31
"MOMENTO","https://revistas.unal.edu.co/index.php/momento","Editorial Universidad Nacional de Colombia",2021-01-31
"Morfolia","https://revistas.unal.edu.co/index.php/morfolia","Editorial Universidad Nacional de Colombia",2021-01-31
"Mundo Amaz<U+FFFD>nico","https://revistas.unal.edu.co/index.php/imanimundo","Editorial Universidad Nacional de Colombia",2021-01-31
"NOVUM","https://revistas.unal.edu.co/index.php/novum","Editorial Universidad Nacional de Colombia",2021-01-31
"Palimpsestvs","https://revistas.unal.edu.co/index.php/palimpsestvs","Editorial Universidad Nacional de Colombia",2021-01-31
"Pensamiento Jur<U+FFFD>dico","https://revistas.unal.edu.co/index.php/peju","Editorial Universidad Nacional de Colombia",2021-01-31
"Profile: Issues in Teachers' Professional Development","https://revistas.unal.edu.co/index.php/profile","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Ciudades, Estados y Pol<U+FFFD>tica","https://revistas.unal.edu.co/index.php/revcep","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Colombiana de Biotecnolog<U+FFFD>a","https://revistas.unal.edu.co/index.php/biotecnologia","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Colombiana de Ciencias Qu<U+FFFD>mico-Farmac<U+FFFD>uticas","https://revistas.unal.edu.co/index.php/rccquifa","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Colombiana de Estad<U+FFFD>stica","https://revistas.unal.edu.co/index.php/estad","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Colombiana de Matem<U+FFFD>ticas","https://revistas.unal.edu.co/index.php/recolma","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Colombiana de Pensamiento Est<U+FFFD>tico e Historia del Arte","https://revistas.unal.edu.co/index.php/estetica","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Colombiana de Psicolog<U+FFFD>a","https://revistas.unal.edu.co/index.php/psicologia","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Colombiana de Qu<U+FFFD>mica","https://revistas.unal.edu.co/index.php/rcolquim","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Colombiana de Sociolog<U+FFFD>a","https://revistas.unal.edu.co/index.php/recs","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista de Arquitectura El Cable","https://revistas.unal.edu.co/index.php/elcable","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista de Salud P<U+FFFD>blica","https://revistas.unal.edu.co/index.php/revsaludpublica","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista de la Facultad de Ciencias","https://revistas.unal.edu.co/index.php/rfc","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista de la Facultad de Medicina","https://revistas.unal.edu.co/index.php/revfacmed","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista de la Facultad de Medicina Veterinaria y de Zootecnia","https://revistas.unal.edu.co/index.php/remevez","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista de la Universidad Nacional (1944 - 1992)","https://revistas.unal.edu.co/index.php/revistaun","Editorial Universidad Nacional de Colombia",2021-01-31
"Revista Facultad Nacional de Agronom<U+FFFD>a Medell<U+FFFD>n","https://revistas.unal.edu.co/index.php/refame","Editorial Universidad Nacional de Colombia",2021-01-31
"Saga-Revista de Estudiantes de Filosof<U+FFFD>a","https://revistas.unal.edu.co/index.php/saga","Editorial Universidad Nacional de Colombia",2021-01-31
"Simposio Internacional sobre la Calidad de la Energ<U+FFFD>a El<U+FFFD>ctrica - SICEL","https://revistas.unal.edu.co/index.php/SICEL","Editorial Universidad Nacional de Colombia",2021-01-31
"Trabajo Social","https://revistas.unal.edu.co/index.php/tsocial","Editorial Universidad Nacional de Colombia",2021-01-31
"Advances in Agriculture and Agricultural Sciences","https://internationalscholarsjournals.org//journal/aaas","International Scholars Journals",2021-01-31
"Advances in Aquaculture and Fisheries Management","https://internationalscholarsjournals.org//journal/aiafm","International Scholars Journals",2021-01-31
"Advances in Food Science and Technology","https://internationalscholarsjournals.org//journal/afst","International Scholars Journals",2021-01-31
"African Journal of Agricultural Economics and Rural Development","https://internationalscholarsjournals.org//journal/ijaerd","International Scholars Journals",2021-01-31
"African Journal of Agricultural Marketing","https://internationalscholarsjournals.org//journal/ajam","International Scholars Journals",2021-01-31
"African Journal of Agriculture","https://internationalscholarsjournals.org//journal/ajaoas","International Scholars Journals",2021-01-31
"African Journal of Agriculture and Food Security","https://internationalscholarsjournals.org//journal/ajafs","International Scholars Journals",2021-01-31
"African Journal of Agronomy","https://internationalscholarsjournals.org//journal/aja","International Scholars Journals",2021-01-31
"African Journal of Crop Science","https://internationalscholarsjournals.org//journal/ajcr","International Scholars Journals",2021-01-31
"African Journal of Dairy Farming and Milk Production","https://internationalscholarsjournals.org//journal/ajdfmp","International Scholars Journals",2021-01-31
"African Journal of Fisheries Science","https://internationalscholarsjournals.org//journal/ajfs","International Scholars Journals",2021-01-31
"African Journal of Food Science Research","https://internationalscholarsjournals.org//journal/ajfsoa","International Scholars Journals",2021-01-31
"African Journal of Pig Farming","https://internationalscholarsjournals.org//journal/ajpf","International Scholars Journals",2021-01-31
"African Journal of Plant Breeding","https://internationalscholarsjournals.org//journal/ajpb","International Scholars Journals",2021-01-31
"African Journal of Poultry Farming","https://internationalscholarsjournals.org//journal/ahpf","International Scholars Journals",2021-01-31
"African Journal of Soil Science","https://internationalscholarsjournals.org//journal/ajss","International Scholars Journals",2021-01-31
"African Journal of Tropical Agriculture","https://internationalscholarsjournals.org//journal/ajta","International Scholars Journals",2021-01-31
"African Journal of Wood Science and Forestry","https://internationalscholarsjournals.org//journal/ajwsf","International Scholars Journals",2021-01-31
"Frontiers of Agriculture and Food Technology","https://internationalscholarsjournals.org//journal/faft","International Scholars Journals",2021-01-31
"Global Journal of Food and Agribusiness Management","https://internationalscholarsjournals.org//journal/asst","International Scholars Journals",2021-01-31
"Global Journal of Food and Agricultural Sciences","https://internationalscholarsjournals.org//journal/ijebrds","International Scholars Journals",2021-01-31
"Global Journal of Plant and Soil Sciences","https://internationalscholarsjournals.org//journal/aab","International Scholars Journals",2021-01-31
"International Journal of Agricultural Economics and Extension","https://internationalscholarsjournals.org//journal/ijaee","International Scholars Journals",2021-01-31
"International Journal of Agricultural Extension and Rural Development","https://internationalscholarsjournals.org//journal/ijaerdoa","International Scholars Journals",2021-01-31
"International Journal of Agricultural Sciences","https://internationalscholarsjournals.org//journal/ijas","International Scholars Journals",2021-01-31
"International Journal of Agroforestry and Silviculture","https://internationalscholarsjournals.org//journal/ijasoa","International Scholars Journals",2021-01-31
"International Journal of Animal Breeding and Genetics","https://internationalscholarsjournals.org//journal/ijabg","International Scholars Journals",2021-01-31
"International Journal of Enology and Viticulture","https://internationalscholarsjournals.org//journal/ijev","International Scholars Journals",2021-01-31
"International Journal of Food Safety and Public Health","https://internationalscholarsjournals.org//journal/ajb","International Scholars Journals",2021-01-31
"International Journal of Horticulture and Floriculture","https://internationalscholarsjournals.org//journal/ijhf","International Scholars Journals",2021-01-31
"International Journal of Irrigation and Water Management","https://internationalscholarsjournals.org//journal/ijiwm","International Scholars Journals",2021-01-31
"International Journal of Manures and Fertilizers","https://internationalscholarsjournals.org//journal/ijmf","International Scholars Journals",2021-01-31
"International Journal of Plant Breeding and Genetics","https://internationalscholarsjournals.org//journal/ijpbg","International Scholars Journals",2021-01-31
"Advanced Journal of Environmental Science and Technology","https://internationalscholarsjournals.org//journal/ajes","International Scholars Journals",2021-01-31
"Advanced Journal of Microbiology Research","https://internationalscholarsjournals.org//journal/ajmr","International Scholars Journals",2021-01-31
"African Journal of Botany","https://internationalscholarsjournals.org//journal/isjs","International Scholars Journals",2021-01-31
"African Journal of Ecology and Ecosystems","https://internationalscholarsjournals.org//journal/ajee","International Scholars Journals",2021-01-31
"African Journal of Environmental and Waste Management","https://internationalscholarsjournals.org//journal/ajewm","International Scholars Journals",2021-01-31
"African Journal of Environmental Economics and Management","https://internationalscholarsjournals.org//journal/ajeem","International Scholars Journals",2021-01-31
"African Journal of Immunology Research","https://internationalscholarsjournals.org//journal/ajiroa","International Scholars Journals",2021-01-31
"African Journal of Parasitology Research","https://internationalscholarsjournals.org//journal/ajproaj","International Scholars Journals",2021-01-31
"African Journal of Virology Research","https://internationalscholarsjournals.org//journal/ajvr","International Scholars Journals",2021-01-31
"African Journal of Water Conservation and Sustainability","https://internationalscholarsjournals.org//journal/ajwcs","International Scholars Journals",2021-01-31
"International Journal of Bacteriology and Mycology","https://internationalscholarsjournals.org//journal/ijbroaj","International Scholars Journals",2021-01-31
"International Journal of Biochemistry and Biotechnology","https://internationalscholarsjournals.org//journal/ijbb","International Scholars Journals",2021-01-31
"International Journal of Histology and Cytology","https://internationalscholarsjournals.org//journal/ijhc","International Scholars Journals",2021-01-31
"International Journal of Microbiology Research and Reviews","https://internationalscholarsjournals.org//journal/ijmr","International Scholars Journals",2021-01-31
"International Journal of Nematology and Entomology","https://internationalscholarsjournals.org//journal/ijneoaj","International Scholars Journals",2021-01-31
"International Journal of Plant and Animal Sciences","https://internationalscholarsjournals.org//journal/ijpas","International Scholars Journals",2021-01-31
"African Journal of AIDS and HIV Research","https://internationalscholarsjournals.org//journal/ajahr","International Scholars Journals",2021-01-31
"African Journal of Dentistry","https://internationalscholarsjournals.org//journal/ajd","International Scholars Journals",2021-01-31
"African Journal of Infectious Diseases Research","https://internationalscholarsjournals.org//journal/ajidd","International Scholars Journals",2021-01-31
"African Journal of Internal Medicine","https://internationalscholarsjournals.org//journal/ajim","International Scholars Journals",2021-01-31
"African Journal of Malaria and Tropical Diseases","https://internationalscholarsjournals.org//journal/ajmtd","International Scholars Journals",2021-01-31
"African Journal of Medical Case Reports","https://internationalscholarsjournals.org//journal/ajmcr","International Scholars Journals",2021-01-31
"African Journal of Medicine and Surgery","https://internationalscholarsjournals.org//journal/ajmsoa","International Scholars Journals",2021-01-31
"African Journal of Nursing and Midwifery","https://internationalscholarsjournals.org//journal/ajnm","International Scholars Journals",2021-01-31
"International Journal of Anatomy and Physiology","https://internationalscholarsjournals.org//journal/ijap","International Scholars Journals",2021-01-31
"International Journal of Diseases and Disorders","https://internationalscholarsjournals.org//journal/ijdd","International Scholars Journals",2021-01-31
"International Journal of Medical Advances and Discoveries","https://internationalscholarsjournals.org//journal/ijmad","International Scholars Journals",2021-01-31
"International Journal of Medical Sociology and Anthropology","https://internationalscholarsjournals.org//journal/ijmsa","International Scholars Journals",2021-01-31
"International Journal of Medicinal Plants Research","https://internationalscholarsjournals.org//journal/ijmpr","International Scholars Journals",2021-01-31
"International Journal of Medicine and Medical Sciences","https://internationalscholarsjournals.org//journal/ijmms","International Scholars Journals",2021-01-31
"International Journal of Obstetrics and Gynecology","https://internationalscholarsjournals.org//journal/ijog","International Scholars Journals",2021-01-31
"International Journal of Pharmacy and Pharmacology","https://internationalscholarsjournals.org//journal/ijpp","International Scholars Journals",2021-01-31
"International Journal of Public Health and Epidemiology","https://internationalscholarsjournals.org//journal/ijphe","International Scholars Journals",2021-01-31
"International Journal of Urology and Nephrology","https://internationalscholarsjournals.org//journal/ijun","International Scholars Journals",2021-01-31
"International Journal of Veterinary Medicine and Animal Health","https://internationalscholarsjournals.org//journal/ijvws","International Scholars Journals",2021-01-31
"International Journal of Law and Legal Studies","https://internationalscholarsjournals.org//journal/ijlls","International Scholars Journals",2021-01-31
"African Journal of Estate and Property Management","https://internationalscholarsjournals.org//journal/ajepm","International Scholars Journals",2021-01-31
"African Journal of Gender and Women Studies","https://internationalscholarsjournals.org//journal/ajgws","International Scholars Journals",2021-01-31
"African Journal of Geography and Regional Planning","https://internationalscholarsjournals.org//journal/ajgrp","International Scholars Journals",2021-01-31
"African Journal of Library and Information Science","https://internationalscholarsjournals.org//journal/flics","International Scholars Journals",2021-01-31
"African Journal of Philosophy and Religious Studies","https://internationalscholarsjournals.org//journal/ajpr","International Scholars Journals",2021-01-31
"African Journal of Political Science","https://internationalscholarsjournals.org//journal/ajps","International Scholars Journals",2021-01-31
"Global Journal of Business Management","https://internationalscholarsjournals.org//journal/gjbm","International Scholars Journals",2021-01-31
"Global Journal of Sociology and Anthropology","https://internationalscholarsjournals.org//journal/gjsa","International Scholars Journals",2021-01-31
"International Journal of Accounting, Auditing and Taxation","https://internationalscholarsjournals.org//journal/ajaat","International Scholars Journals",2021-01-31
"International Journal of Banking, Economics and Finance","https://internationalscholarsjournals.org//journal/ijbef","International Scholars Journals",2021-01-31
"International Journal of Educational Research and Reviews","https://internationalscholarsjournals.org//journal/ijerr","International Scholars Journals",2021-01-31
"International Journal of Management and Business Studies","https://internationalscholarsjournals.org//journal/ijmbs","International Scholars Journals",2021-01-31
"Advances in Dermatology and Allergology/Postepy Dermatologii i Alergologii","https://www.termedia.pl//Journal/Advances_in_Dermatology_and_Allergology-7","Termedia",2021-01-31
"Advances in Interventional Cardiology/Postepy w Kardiologii Interwencyjnej","https://www.termedia.pl//Journal/Advances_in_Interventional_Cardiology-35","Termedia",2021-01-31
"Advances in Psychiatry and Neurology/Postepy Psychiatrii i Neurologii","https://www.termedia.pl//Journal/Advances_in_Psychiatry_and_Neurology-116","Termedia",2021-01-31
"Advances in Rehabilitation","https://www.termedia.pl//Journal/Advances_in_Rehabilitation-125","Termedia",2021-01-31
"Alcoholism and Drug Addiction/Alkoholizm i Narkomania","https://www.termedia.pl//Journal/Alcoholism_and_Drug_Addiction-117","Termedia",2021-01-31
"Alergologia Polska - Polish Journal of Allergology","https://www.termedia.pl//Journal/Alergologia_Polska_Polish_Journal_of_Allergology-123","Termedia",2021-01-31
"Anaesthesiology Intensive Therapy","https://www.termedia.pl//Journal/Anaesthesiology_Intensive_Therapy-118","Termedia",2021-01-31
"Anestezjologia Intensywna Terapia","https://www.termedia.pl//Journal/Anestezjologia_Intensywna_Terapia-144","Termedia",2021-01-31
"Archives of Medical Science","https://www.termedia.pl//Journal/Archives_of_Medical_Science-19","Termedia",2021-01-31
"Archives of Medical Science - Aging","https://www.termedia.pl//Journal/Archives_of_Medical_Science_Aging-112","Termedia",2021-01-31
"Archives of Medical Science - Atherosclerotic Diseases","https://www.termedia.pl//Journal/Archives_of_Medical_Science_Atherosclerotic_Diseases-102","Termedia",2021-01-31
"Archives of Medical Science - Civilization Diseases","https://www.termedia.pl//Journal/Archives_of_Medical_Science_Civilization_Diseases-101","Termedia",2021-01-31
"Archiwum Medycyny Sadowej i  Kryminologii/Archives of Forensic Medicine and Criminology","https://www.termedia.pl//Journal/Archives_of_Forensic_Medicine_and_Criminology-82","Termedia",2021-01-31
"Biology of Sport","https://www.termedia.pl//Journal/Biology_of_Sport-78","Termedia",2021-01-31
"BioTechnologia","https://www.termedia.pl//Journal/BioTechnologia-85","Termedia",2021-01-31
"Central European Journal of Immunology","https://www.termedia.pl//Journal/Central_European_Journal_of_nbsp_Immunology-10","Termedia",2021-01-31
"Clinical and Experimental Hepatology","https://www.termedia.pl//Journal/Clinical_and_Experimental_Hepatology-80","Termedia",2021-01-31
"Contemporary Oncology/Wsp<U+FFFD>lczesna Onkologia","https://www.termedia.pl//Journal/Contemporary_Oncology-3","Termedia",2021-01-31
"Current Issues in Personality Psychology","https://www.termedia.pl//Journal/Current_Issues_in_Personality_Psychology-75","Termedia",2021-01-31
"Dermatology Review/Przeglad Dermatologiczny","https://www.termedia.pl//Journal/Dermatology_Review-56","Termedia",2021-01-31
"eOnkologiaNews","https://www.termedia.pl//Journal/eOnkologiaNews-73","Termedia",2021-01-31
"ePrzewodnikLekarza","https://www.termedia.pl//Journal/ePrzewodnikLekarza-68","Termedia",2021-01-31
"eReumatologiaNews","https://www.termedia.pl//Journal/eReumatologiaNews-69","Termedia",2021-01-31
"Family Medicine & Primary Care Review","https://www.termedia.pl//Journal/Family_Medicine_amp_Primary_Care_Review-95","Termedia",2021-01-31
"Folia Neuropathologica","https://www.termedia.pl//Journal/Folia_Neuropathologica-20","Termedia",2021-01-31
"Forum Ortodontyczne / Orthodontic Forum","https://www.termedia.pl//Journal/Orthodontic_Forum-143","Termedia",2021-01-31
"Gastroenterology Review/Przeglad Gastroenterologiczny","https://www.termedia.pl//Journal/Gastroenterology_Review-41","Termedia",2021-01-31
